Date,Maximum,Minimum,Average,Mean_Lake_Temperature
8/29/17,73,52,62.5,71.838125
8/30/17,75,53,64,71.455625
8/31/17,70,52,61,70.64375
9/1/17,64,47,55.5,67.941875
9/2/17,70,41,55.5,67.2725
9/3/17,57,52,54.5,67.5125
9/4/17,79,56,67.5,66.9125
9/5/17,69,59,64,67.135625
9/6/17,65,58,61.5,66.584375
9/7/17,70,56,63,66.48875
9/8/17,63,55,59,66.0725
9/9/17,65,53,59,65.52125
9/10/17,66,49,57.5,65.44625
9/11/17,75,45,60,65.74625
9/12/17,78,49,63.5,67.098125
9/13/17,81,53,67,67.23125
9/14/17,77,60,68.5,67.775
9/15/17,81,64,72.5,68.24
9/16/17,84,60,72,68.298125
9/17/17,84,61,72.5,69.21875
9/18/17,87,62,74.5,70.49375
9/19/17,81,62,71.5,71.87375
9/20/17,81,59,70,71.18
9/21/17,79,57,68,68.14625
9/22/17,79,52,65.5,67.491875
9/23/17,86,53,69.5,68.13125
9/24/17,91,61,76,70.37
9/25/17,92,66,79,71.196875
9/26/17,91,65,78,72.434375
9/27/17,90,66,78,74.069375
9/28/17,70,54,62,72.185
9/29/17,61,49,55,68.793125
9/30/17,60,41,50.5,65.410625
10/1/17,66,37,51.5,64.6775
10/2/17,68,40,54,65.830625
10/3/17,73,44,58.5,65.59625
10/4/17,78,57,67.5,64.89741935
10/5/17,73,53,63,65.69375
10/6/17,62,51,56.5,65.24
10/7/17,71,55,63,64.878125
10/8/17,80,60,70,65.18375
10/9/17,67,59,63,64.97375
10/10/17,77,59,68,65.234375
10/11/17,62,44,53,64.7975
10/12/17,61,37,49,62.740625
10/13/17,65,40,52.5,61.866875
10/14/17,68,58,63,61.7525
10/15/17,76,58,67,62.43875
10/16/17,60,42,51,61.2725
10/17/17,57,32,44.5,59.14625
10/18/17,69,48,58.5,58.994375
10/19/17,72,57,64.5,59.485625
10/20/17,68,45,56.5,59.30375
10/21/17,73,44,58.5,59.298125
10/22/17,78,45,61.5,59.534375
10/23/17,73,59,66,59.178125
10/24/17,78,65,71.5,59.594375
10/25/17,67,54,60.5,59.83625
10/26/17,54,45,49.5,58.82
10/27/17,58,47,52.5,57.359375
10/28/17,69,51,60,57.014375
10/29/17,62,51,56.5,57.45125
10/30/17,69,48,58.5,56.999375
10/31/17,50,43,46.5,54.539375
11/1/17,49,40,44.5,54.265625
11/2/17,64,44,54,54.201875
11/3/17,65,42,53.5,55.08125
11/4/17,47,34,40.5,54.0575
11/5/17,57,39,48,53.3138
11/6/17,62,40,51,53.609375
11/7/17,40,28,34,52.668125
11/8/17,47,24,35.5,52.281875
11/9/17,47,27,37,51.3575
11/10/17,47,21,34,49.145
11/11/17,31,19,25,48.899375
11/12/17,41,25,33,49.21625
11/13/17,38,24,31,48.813125
11/14/17,37,33,35,49.026875
11/15/17,46,31,38.5,49.199375
11/16/17,51,38,44.5,48.46625
11/17/17,38,22,30,47.40875
11/18/17,42,20,31,47.091875
11/19/17,49,31,40,46.92875
11/20/17,31,25,28,46.19
11/21/17,54,27,40.5,46.015625
11/22/17,50,28,39,46.3625
11/23/17,35,21,28,45.914375
11/24/17,46,35,40.5,45.614375
11/25/17,53,40,46.5,45.235625
11/26/17,40,28,34,45.888125
11/27/17,35,19,27,44.91125
11/28/17,45,15,30,44.11625
11/29/17,53,27,40,44.63
11/30/17,44,21,32.5,44.39
12/1/17,43,35,39,44.69483871
12/2/17,40,32,36,44.935625
12/3/17,43,27,35,44.86625
12/4/17,45,24,34.5,44.86625
12/5/17,55,45,50,44.9525
12/6/17,47,35,41,45.06875
12/7/17,38,33,35.5,44.3525
12/8/17,36,29,32.5,43.664375
12/9/17,35,27,31,43.5875
12/10/17,34,28,31,43.360625
12/11/17,31,16,23.5,42.644375
12/12/17,33,19,26,42.524375
12/13/17,23,11,17,40.92125
12/14/17,17,3,10,39.468125
12/15/17,22,-2,10,38.433125
12/16/17,29,12,20.5,38.178125
12/17/17,18,0,9,38.699375
12/18/17,33,8,20.5,38.586875
12/19/17,44,27,35.5,39.9425
12/20/17,38,18,28,39.914375
12/21/17,19,11,15,38.590625
12/22/17,25,11,18,38.85125
12/23/17,37,25,31,38.66375
12/24/17,31,20,25.5,37.893125
12/25/17,31,23,27,38.075
12/26/17,24,10,17,36.845
12/27/17,10,-4,3,36.60875
12/28/17,2,-8,-3,34.59125
12/29/17,2,-9,-3.5,36.2525
12/30/17,11,-10,0.5,35.13125
12/31/17,2,-9,-3.5,34.686875
1/1/18,3,-15,-6,36.370625
1/2/18,19,-15,2,36.254375
1/3/18,23,16,19.5,33.45875
1/4/18,20,10,15,33.955625
1/5/18,14,-3,5.5,32.530625
1/6/18,-2,-15,-8.5,32.065625
1/7/18,13,-20,-3.5,32.29625
1/8/18,30,13,21.5,32.495
1/9/18,36,25,30.5,32.2175
1/10/18,37,10,23.5,32.973125
1/11/18,51,37,44,33.040625
1/12/18,61,28,44.5,34.5725
1/13/18,28,5,16.5,34.116875
1/14/18,9,-5,2,35.264375
1/15/18,11,-7,2,35.43875
1/16/18,27,1,14,34.50875
1/17/18,23,17,20,33.5
1/18/18,25,13,19,33.3875
1/19/18,30,24,27,33.095
1/20/18,43,30,36.5,32.87
1/21/18,41,30,35.5,33.83375
1/22/18,35,22,28.5,34.14875
1/23/18,44,34,39,34.29875
1/24/18,40,16,28,33.5525
1/25/18,18,7,12.5,33.51875
1/26/18,29,6,17.5,33.88042553
1/27/18,45,29,37,32.789375
1/28/18,46,31,38.5,33.60125
1/29/18,31,18,24.5,33.794375
1/30/18,18,13,15.5,33.92
1/31/18,30,8,19,33.419375
2/1/18,38,30,34,32.7125
2/2/18,30,4,17,32.601875
2/3/18,25,-2,11.5,32.691875
2/4/18,34,25,29.5,32.105
2/5/18,33,9,21,32.28875
2/6/18,27,12,19.5,32.384375
2/7/18,24,9,16.5,32.19875
2/8/18,23,12,17.5,32.3075
2/9/18,25,10,17.5,32.639375
2/10/18,39,23,31,32.725625
2/11/18,42,22,32,32.72
2/12/18,40,21,30.5,32.72
2/13/18,28,7,17.5,32.82875
2/14/18,40,27,33.5,32.86625
2/15/18,53,34,43.5,32.7875
2/16/18,45,23,34,32.64125
2/17/18,33,15,24,32.82875
2/18/18,37,29,33,32.639375
2/19/18,46,30,38,32.63375
2/20/18,59,42,50.5,32.99375
2/21/18,69,35,52,33.3125
2/22/18,35,22,28.5,33.546875
2/23/18,39,18,28.5,33.245
2/24/18,43,27,35,33.096875
2/25/18,39,27,33,33.108125
2/26/18,48,32,40,33.18875
2/27/18,50,28,39,33.573125
2/28/18,59,42,50.5,34.116875
3/1/18,50,32,41,34.59875
3/2/18,34,30,32,34.300625
3/3/18,39,32,35.5,33.963125
3/4/18,37,30,33.5,34.14125
3/5/18,37,31,34,34.233125
3/6/18,42,23,32.5,34.491875
3/7/18,37,31,34,34.285625
3/8/18,31,29,30,33.90875
3/9/18,36,27,31.5,33.91625
3/10/18,36,27,31.5,34.02125
3/11/18,36,30,33,34.1776087
3/12/18,38,30,34,34.41935484
3/13/18,37,30,33.5,34.38875
3/14/18,33,31,32,33.614375
3/15/18,37,29,33,33.79625
3/16/18,29,23,26,33.678125
3/17/18,26,6,16,33.11
3/18/18,24,-2,11,33.756875
3/19/18,25,1,13,34.055
3/20/18,34,4,19,34.101875
3/21/18,32,10,21,33.989375
3/22/18,39,22,30.5,34.405625
3/23/18,41,20,30.5,34.278125
3/24/18,36,26,31,34.59125
3/25/18,40,25,32.5,34.878125
3/26/18,44,21,32.5,35.200625
3/27/18,46,23,34.5,35.1125
3/28/18,49,36,42.5,35.345
3/29/18,53,37,45,35.48
3/30/18,50,36,43,36.310625
3/31/18,54,27,40.5,36.21125
4/1/18,48,29,38.5,36.681875
4/2/18,46,27,36.5,36.11
4/3/18,49,31,40,35.765
4/4/18,52,24,38,36.035
4/5/18,35,20,27.5,35.03375
4/6/18,38,23,30.5,34.840625
4/7/18,43,31,37,35.17625
4/8/18,36,23,29.5,35.560625
4/9/18,39,22,30.5,35.384375
4/10/18,44,25,34.5,35.85875
4/11/18,48,24,36,36.048125
4/12/18,52,37,44.5,36.335
4/13/18,51,43,47,36.9575
4/14/18,44,24,34,36.738125
4/15/18,34,24,29,35.808125
4/16/18,45,31,38,35.72375
4/17/18,45,36,40.5,36.335
4/18/18,49,34,41.5,36.505625
4/19/18,44,35,39.5,36.801875
4/20/18,44,33,38.5,36.925625
4/21/18,55,30,42.5,37.3025
4/22/18,58,28,43,37.95125
4/23/18,67,30,48.5,38.076875
4/24/18,73,52,62.5,39.715625
4/25/18,61,51,56,39.41375
4/26/18,59,50,54.5,38.256875
4/27/18,57,44,50.5,39.081875
4/28/18,65,45,55,39.92375
4/29/18,50,38,44,40.090625
4/30/18,50,38,44,39.768125
5/1/18,68,46,57,40.1
5/2/18,88,62,75,41.556875
5/3/18,74,60,67,40.535
5/4/18,79,55,67,40.39625
5/5/18,75,49,62,42.153125
5/6/18,68,56,62,41.405
5/7/18,64,45,54.5,40.72217391
5/8/18,77,38,57.5,40.769375
5/9/18,83,46,64.5,44.178125
5/10/18,75,54,64.5,47.256875
5/11/18,57,40,48.5,43.248125
5/12/18,66,36,51,41.6075
5/13/18,74,40,57,44.931875
5/14/18,78,52,65,46.655
5/15/18,67,50,58.5,45.75125
5/16/18,75,42,58.5,45.955625
5/17/18,69,52,60.5,46.295
5/18/18,65,44,54.5,45.3575
5/19/18,65,44,54.5,45.738125
5/20/18,69,49,59,46.5875
5/21/18,80,42,61,47.31875
5/22/18,69,53,61,48.56
5/23/18,77,56,66.5,48.39875
5/24/18,75,47,61,47.740625
5/25/18,83,63,73,51.310625
5/26/18,74,61,67.5,51.243125
5/27/18,70,56,63,50.735
5/28/18,75,56,65.5,52.0925
5/29/18,78,56,67,50.815625
5/30/18,87,51,69,51.9125
5/31/18,84,68,76,55.56125
6/1/18,87,70,78.5,56.6225
6/2/18,75,56,65.5,52.31375
6/3/18,79,51,65,52.92125
6/4/18,61,48,54.5,55.94
6/5/18,62,52,57,54.70625
6/6/18,68,53,60.5,53.789375
6/7/18,74,54,64,55.401875
6/8/18,75,53,64,55.5575
6/9/18,77,48,62.5,55.293125
6/10/18,72,46,59,54.4925
6/11/18,75,44,59.5,53.7425
6/12/18,86,48,67,57.04625
6/13/18,81,65,73,60.104375
6/14/18,68,56,62,60.539375
6/15/18,77,53,65,59.294375
6/16/18,83,53,68,61.604375
6/17/18,87,55,71,63.56
6/18/18,82,68,75,64.953125
6/19/18,75,56,65.5,61.43
6/20/18,81,52,66.5,62.555
6/21/18,71,52,61.5,59.958125
6/22/18,81,47,64,60.843125
6/23/18,71,59,65,62.465
6/24/18,69,59,64,63.34625
6/25/18,72,51,61.5,61.844375
6/26/18,78,47,62.5,62.373125
6/27/18,79,58,68.5,63.734375
6/28/18,75,63,69,64.235
6/29/18,88,64,76,65.14175824
6/30/18,93,68,80.5,67.615625
7/1/18,96,76,86,68.765
7/2/18,97,80,88.5,73.1225
7/3/18,93,71,82,72.18875
7/4/18,95,66,80.5,71.448125
7/5/18,95,72,83.5,75.5975
7/6/18,83,60,71.5,74.751875
7/7/18,81,51,66,71.114375
7/8/18,87,57,72,70.4075
7/9/18,92,60,76,72.786875
7/10/18,89,64,76.5,73.101875
7/11/18,79,59,69,69.0425
7/12/18,84,54,69,69.655625
7/13/18,86,58,72,70.70375
7/14/18,83,67,75,72.175625
7/15/18,90,68,79,72.54125
7/16/18,96,62,79,72.756875
7/17/18,87,71,79,74.069375
7/18/18,78,56,67,73.445
7/19/18,85,51,68,71.894375
7/20/18,91,59,75,73.551875
7/21/18,89,65,77,74.733125
7/22/18,83,66,74.5,74.0525
7/23/18,85,72,78.5,74.061875
7/24/18,92,73,82.5,74.508125
7/25/18,85,70,77.5,74.49125
7/26/18,83,70,76.5,74.230625
7/27/18,89,67,78,74.89625
7/28/18,83,65,74,75.12125
7/29/18,82,64,73,75.005
7/30/18,85,59,72,74.965625
7/31/18,87,67,77,75.33125
8/1/18,84,69,76.5,76.055
8/2/18,86,73,79.5,75.280625
8/3/18,81,73,77,75.423125
8/4/18,88,68,78,75.335
8/5/18,91,66,78.5,75.8225
8/6/18,95,75,85,76.8425
8/7/18,85,71,78,77.4125
8/8/18,87,69,78,77.0075
8/9/18,88,72,80,77.84886364
8/10/18,80,60,70,76.95125
8/11/18,83,55,69,75.485
8/12/18,84,67,75.5,76.56125
8/13/18,85,68,76.5,76.964375
8/14/18,86,71,78.5,77.8775
8/15/18,88,68,78,78.441875
8/16/18,80,62,71,78.00551724
8/17/18,78,61,69.5,78.00551724
8/18/18,74,61,67.5,78.00551724
8/19/18,83,59,71,78.00551724
8/20/18,83,61,72,78.00551724
8/21/18,82,61,71.5,78.00551724
8/22/18,79,65,72,78.00551724
8/23/18,79,55,67,78.00551724
8/24/18,85,58,71.5,78.00551724
8/25/18,84,62,73,78.00551724
8/26/18,81,68,74.5,78.00551724
8/27/18,85,66,75.5,78.00551724
8/28/18,92,73,82.5,78.00551724
8/29/18,97,71,84,78.00551724
8/30/18,76,54,65,78.00551724
8/31/18,80,50,65,78.00551724
9/1/18,78,68,73,78.00551724
9/2/18,82,68,75,78.00551724
9/3/18,93,71,82,78.00551724
9/4/18,82,65,73.5,78.00551724
9/5/18,93,64,78.5,78.00551724
9/6/18,81,61,71,78.00551724
9/7/18,76,55,65.5,78.00551724
9/8/18,65,48,56.5,78.00551724
9/9/18,65,42,53.5,78.00551724
9/10/18,64,49,56.5,78.00551724
9/11/18,76,57,66.5,78.00551724
9/12/18,78,65,71.5,78.00551724
9/13/18,81,60,70.5,78.00551724
9/14/18,85,58,71.5,78.00551724
9/15/18,88,60,74,78.00551724
9/16/18,87,66,76.5,78.00551724
9/17/18,87,69,78,78.00551724
9/18/18,86,59,72.5,78.00551724
9/19/18,66,54,60,78.00551724
9/20/18,65,53,59,78.00551724
9/21/18,70,58,64,78.00551724
9/22/18,71,44,57.5,78.00551724
9/23/18,69,40,54.5,78.00551724
9/24/18,63,46,54.5,78.00551724
9/25/18,61,49,55,78.00551724
9/26/18,76,60,68,78.00551724
9/27/18,67,52,59.5,78.00551724
9/28/18,69,56,62.5,78.00551724
9/29/18,68,51,59.5,78.00551724
9/30/18,60,45,52.5,78.00551724
10/1/18,55,49,52,78.00551724
10/2/18,57,50,53.5,78.00551724
10/3/18,58,51,54.5,78.00551724
10/4/18,71,51,61,78.00551724
10/5/18,55,40,47.5,78.00551724
10/6/18,64,42,53,78.00551724
10/7/18,64,48,56,78.00551724
10/8/18,62,48,55,78.00551724
10/9/18,80,62,71,78.00551724
10/10/18,82,56,69,78.00551724
10/11/18,73,56,64.5,78.00551724
10/12/18,61,48,54.5,78.00551724
10/13/18,52,39,45.5,78.00551724
10/14/18,57,38,47.5,78.00551724
10/15/18,59,40,49.5,78.00551724
10/16/18,53,43,48,78.00551724
10/17/18,51,38,44.5,78.00551724
10/18/18,43,34,38.5,78.00551724
10/19/18,60,38,49,78.00551724
10/20/18,63,45,54,78.00551724
10/21/18,45,36,40.5,78.00551724
10/22/18,45,35,40,78.00551724
10/23/18,50,36,43,78.00551724
10/24/18,42,35,38.5,78.00551724
10/25/18,40,34,37,78.00551724
10/26/18,44,30,37,78.00551724
10/27/18,41,33,37,78.00551724
10/28/18,47,37,42,78.00551724
10/29/18,52,40,46,78.00551724
10/30/18,42,29,35.5,78.00551724
10/31/18,55,29,42,78.00551724
11/1/18,52,46,49,78.00551724
11/2/18,47,44,45.5,78.00551724
11/3/18,45,40,42.5,78.00551724
11/4/18,44,31,37.5,78.00551724
11/5/18,47,32,39.5,78.00551724
11/6/18,54,43,48.5,78.00551724
11/7/18,55,44,49.5,78.00551724
11/8/18,49,40,44.5,78.00551724
11/9/18,42,30,36,78.00551724
11/10/18,42,32,37,78.00551724
11/11/18,38,28,33,78.00551724
11/12/18,45,26,35.5,78.00551724
11/13/18,39,23,31,78.00551724
11/14/18,23,16,19.5,78.00551724
11/15/18,27,14,20.5,78.00551724
11/16/18,34,24,29,78.00551724
11/17/18,41,29,35,78.00551724
11/18/18,32,20,26,78.00551724
11/19/18,42,28,35,78.00551724
11/20/18,30,22,26,78.00551724
11/21/18,32,8,20,78.00551724
11/22/18,14,6,10,78.00551724
11/23/18,27,-1,13,78.00551724
11/24/18,39,26,32.5,78.00551724
11/25/18,41,35,38,78.00551724
11/26/18,42,35,38.5,78.00551724
11/27/18,37,33,35,78.00551724
11/28/18,35,33,34,78.00551724
11/29/18,36,33,34.5,78.00551724
11/30/18,35,32,33.5,78.00551724
12/1/18,36,32,34,78.00551724
12/2/18,42,32,37,78.00551724
12/3/18,46,31,38.5,78.00551724
12/4/18,33,19,26,78.00551724
12/5/18,29,21,25,78.00551724
12/6/18,34,25,29.5,78.00551724
12/7/18,31,10,20.5,78.00551724
12/8/18,20,0,10,78.00551724
12/9/18,34,11,22.5,78.00551724
12/10/18,32,9,20.5,78.00551724
12/11/18,30,6,18,78.00551724
12/12/18,26,2,14,78.00551724
12/13/18,30,-1,14.5,78.00551724
12/14/18,43,29,36,78.00551724
12/15/18,43,27,35,78.00551724
12/16/18,39,23,31,78.00551724
12/17/18,37,22,29.5,78.00551724
12/18/18,25,19,22,78.00551724
12/19/18,31,15,23,78.00551724
12/20/18,46,20,33,78.00551724
12/21/18,54,37,45.5,78.00551724
12/22/18,56,26,41,78.00551724
12/23/18,29,19,24,78.00551724
12/24/18,27,21,24,78.00551724
12/25/18,23,7,15,78.00551724
12/26/18,28,7,17.5,78.00551724
12/27/18,23,13,18,78.00551724
12/28/18,49,23,36,78.00551724
12/29/18,49,17,33,78.00551724
12/30/18,30,15,22.5,78.00551724
12/31/18,40,30,35,78.00551724
1/1/19,44,18,31,78.00551724
1/2/19,24,14,19,78.00551724
1/3/19,31,24,27.5,78.00551724
1/4/19,41,31,36,78.00551724
1/5/19,38,26,32,78.00551724
1/6/19,37,15,26,78.00551724
1/7/19,21,7,14,78.00551724
1/8/19,37,20,28.5,78.00551724
1/9/19,35,29,32,78.00551724
1/10/19,30,14,22,78.00551724
1/11/19,14,5,9.5,78.00551724
1/12/19,18,-6,6,78.00551724
1/13/19,14,-6,4,78.00551724
1/14/19,19,-5,7,78.00551724
1/15/19,29,5,17,78.00551724
1/16/19,36,8,22,78.00551724
1/17/19,18,-1,8.5,78.00551724
1/18/19,30,18,24,78.00551724
1/19/19,21,-6,7.5,78.00551724
1/20/19,5,-6,-0.5,78.00551724
1/21/19,3,-6,-1.5,78.00551724
1/22/19,17,-16,0.5,78.00551724
1/23/19,40,16,28,78.00551724
1/24/19,43,29,36,78.00551724
1/25/19,33,20,26.5,78.00551724
1/26/19,21,6,13.5,78.00551724
1/27/19,33,5,19,78.00551724
1/28/19,19,0,9.5,78.00551724
1/29/19,28,1,14.5,78.00551724
1/30/19,25,2,13.5,78.00551724
1/31/19,12,-3,4.5,78.00551724
2/1/19,19,-1,9,78.00551724
2/2/19,21,-5,8,78.00551724
2/3/19,41,17,29,78.00551724
2/4/19,50,33,41.5,78.00551724
2/5/19,53,20,36.5,78.00551724
2/6/19,35,16,25.5,78.00551724
2/7/19,39,27,33,78.00551724
2/8/19,47,22,34.5,78.00551724
2/9/19,25,17,21,78.00551724
2/10/19,28,16,22,78.00551724
2/11/19,20,9,14.5,78.00551724
2/12/19,20,4,12,78.00551724
2/13/19,34,20,27,78.00551724
2/14/19,33,17,25,78.00551724
2/15/19,43,26,34.5,78.00551724
2/16/19,34,18,26,78.00551724
2/17/19,20,9,14.5,78.00551724
2/18/19,16,1,8.5,78.00551724
2/19/19,20,2,11,78.00551724
2/20/19,26,-2,12,78.00551724
2/21/19,41,22,31.5,78.00551724
2/22/19,35,20,27.5,78.00551724
2/23/19,38,14,26,78.00551724
2/24/19,42,29,35.5,78.00551724
2/25/19,37,18,27.5,78.00551724
2/26/19,18,5,11.5,78.00551724
2/27/19,9,-1,4,78.00551724
2/28/19,22,4,13,78.00551724
3/1/19,33,5,19,78.00551724
3/2/19,35,18,26.5,78.00551724
3/3/19,35,20,27.5,78.00551724
3/4/19,30,18,24,78.00551724
3/5/19,23,10,16.5,78.00551724
3/6/19,17,10,13.5,78.00551724
3/7/19,19,8,13.5,78.00551724
3/8/19,32,0,16,78.00551724
3/9/19,34,14,24,78.00551724
3/10/19,37,16,26.5,78.00551724
3/11/19,40,29,34.5,78.00551724
3/12/19,33,21,27,78.00551724
3/13/19,38,18,28,78.00551724
3/14/19,54,32,43,78.00551724
3/15/19,58,43,50.5,78.00551724
3/16/19,46,27,36.5,78.00551724
3/17/19,31,22,26.5,78.00551724
3/18/19,36,18,27,78.00551724
3/19/19,37,18,27.5,78.00551724
3/20/19,50,20,35,78.00551724
3/21/19,49,37,43,78.00551724
3/22/19,37,32,34.5,78.00551724
3/23/19,35,21,28,78.00551724
3/24/19,49,15,32,78.00551724
3/25/19,36,20,28,78.00551724
3/26/19,35,21,28,78.00551724
3/27/19,45,17,31,78.00551724
3/28/19,49,35,42,78.00551724
3/29/19,50,31,40.5,78.00551724
3/30/19,62,30,46,78.00551724
3/31/19,62,32,47,78.00551724
4/1/19,39,26,32.5,78.00551724
4/2/19,51,28,39.5,78.00551724
4/3/19,56,35,45.5,78.00551724
4/4/19,40,28,34,78.00551724
4/5/19,44,20,32,78.00551724
4/6/19,52,33,42.5,78.00551724
4/7/19,54,30,42,78.00551724
4/8/19,49,34,41.5,78.00551724
4/9/19,39,30,34.5,78.00551724
4/10/19,39,30,34.5,78.00551724
4/11/19,48,28,38,78.00551724
4/12/19,62,34,48,78.00551724
4/13/19,72,49,60.5,78.00551724
4/14/19,54,36,45,78.00551724
4/15/19,56,37,46.5,78.00551724
4/16/19,49,37,43,78.00551724
4/17/19,59,31,45,78.00551724
4/18/19,59,34,46.5,78.00551724
4/19/19,73,42,57.5,78.00551724
4/20/19,54,42,48,78.00551724
4/21/19,75,50,62.5,78.00551724
4/22/19,67,50,58.5,78.00551724
4/23/19,69,46,57.5,78.00551724
4/24/19,60,44,52,78.00551724
4/25/19,59,43,51,78.00551724
4/26/19,54,43,48.5,78.00551724
4/27/19,49,38,43.5,78.00551724
4/28/19,51,38,44.5,78.00551724
4/29/19,50,34,42,78.00551724
4/30/19,54,41,47.5,78.00551724
5/1/19,47,40,43.5,78.00551724
5/2/19,46,41,43.5,78.00551724
5/3/19,56,45,50.5,78.00551724
5/4/19,59,47,53,78.00551724
5/5/19,68,41,54.5,78.00551724
5/6/19,76,47,61.5,78.00551724
5/7/19,63,49,56,78.00551724
5/8/19,55,38,46.5,78.00551724
5/9/19,63,35,49,78.00551724
5/10/19,64,48,56,78.00551724
5/11/19,56,43,49.5,78.00551724
5/12/19,57,42,49.5,78.00551724
5/13/19,61,42,51.5,78.00551724
5/14/19,52,40,46,78.00551724
5/15/19,60,44,52,78.00551724
5/16/19,64,46,55,78.00551724
5/17/19,77,49,63,78.00551724
5/18/19,65,50,57.5,78.00551724
5/19/19,77,53,65,78.00551724
5/20/19,78,54,66,78.00551724
5/21/19,62,47,54.5,78.00551724
5/22/19,65,45,55,78.00551724
5/23/19,73,53,63,78.00551724
5/24/19,63,48,55.5,78.00551724
5/25/19,70,44,57,78.00551724
5/26/19,79,58,68.5,78.00551724
5/27/19,66,47,56.5,78.00551724
5/28/19,52,46,49,78.00551724
5/29/19,63,47,55,78.00551724
5/30/19,75,48,61.5,78.00551724
5/31/19,66,50,58,78.00551724
6/1/19,70,47,58.5,78.00551724
6/2/19,70,56,63,78.00551724
6/3/19,64,46,55,78.00551724
6/4/19,67,43,55,78.00551724
6/5/19,70,51,60.5,78.00551724
6/6/19,75,53,64,78.00551724
6/7/19,82,48,65,78.00551724
6/8/19,76,50,63,78.00551724
6/9/19,85,49,67,78.00551724
6/10/19,85,64,74.5,78.00551724
6/11/19,71,52,61.5,78.00551724
6/12/19,77,47,62,78.00551724
6/13/19,67,54,60.5,78.00551724
6/14/19,70,54,62,78.00551724
6/15/19,80,55,67.5,78.00551724
6/16/19,74,55,64.5,78.00551724
6/17/19,76,50,63,78.00551724
6/18/19,80,57,68.5,78.00551724
6/19/19,82,61,71.5,78.00551724
6/20/19,71,62,66.5,78.00551724
6/21/19,76,61,68.5,78.00551724
6/22/19,79,55,67,78.00551724
6/23/19,84,53,68.5,78.00551724
6/24/19,81,55,68,78.00551724
6/25/19,80,60,70,78.00551724
6/26/19,86,63,74.5,78.00551724
6/27/19,88,62,75,78.00551724
6/28/19,90,62,76,78.00551724
6/29/19,82,64,73,78.00551724
6/30/19,74,61,67.5,78.00551724
7/1/19,84,58,71,78.00551724
7/2/19,86,66,76,78.00551724
7/3/19,89,64,76.5,78.00551724
7/4/19,91,63,77,78.00551724
7/5/19,89,67,78,78.00551724
7/6/19,88,69,78.5,78.00551724
7/7/19,77,57,67,78.00551724
7/8/19,84,53,68.5,78.00551724
7/9/19,88,56,72,78.00551724
7/10/19,90,62,76,78.00551724
7/11/19,86,67,76.5,78.00551724
7/12/19,82,66,74,78.00551724
7/13/19,86,62,74,78.00551724
7/14/19,80,65,72.5,78.00551724
7/15/19,81,59,70,78.00551724
7/16/19,83,60,71.5,78.00551724
7/17/19,81,70,75.5,78.00551724
7/18/19,85,62,73.5,78.00551724
7/19/19,90,72,81,78.00551724
7/20/19,94,72,83,78.00551724
7/21/19,89,72,80.5,78.00551724
7/22/19,73,65,69,78.00551724
7/23/19,82,63,72.5,78.00551724
7/24/19,80,59,69.5,78.00551724
7/25/19,84,58,71,78.00551724
7/26/19,89,60,74.5,78.00551724
7/27/19,90,63,76.5,78.00551724
7/28/19,89,71,80,78.00551724
7/29/19,91,68,79.5,78.00551724
7/30/19,93,71,82,78.00551724
7/31/19,84,67,75.5,78.00551724
8/1/19,82,59,70.5,78.00551724
8/2/19,85,55,70,78.00551724
8/3/19,88,57,72.5,78.00551724
8/4/19,78,57,67.5,78.00551724
8/5/19,82,52,67,78.00551724
8/6/19,89,60,74.5,78.00551724
8/7/19,85,70,77.5,78.00551724
8/8/19,85,69,77,78.00551724
8/9/19,84,62,73,78.00551724
8/10/19,73,56,64.5,78.00551724
8/11/19,81,54,67.5,78.00551724
8/12/19,83,65,74,78.00551724
8/13/19,82,62,72,78.00551724
8/14/19,78,57,67.5,78.00551724
8/15/19,80,56,68,78.00551724
8/16/19,79,65,72,78.00551724
8/17/19,85,66,75.5,78.00551724
8/18/19,84,64,74,78.00551724
8/19/19,87,68,77.5,78.00551724
8/20/19,84,60,72,78.00551724
8/21/19,77,61,69,78.00551724
8/22/19,82,62,72,78.00551724
8/23/19,75,56,65.5,78.00551724
8/24/19,70,52,61,78.00551724
8/25/19,78,53,65.5,78.00551724
8/26/19,79,51,65,78.00551724
8/27/19,80,52,66,78.00551724
8/28/19,80,65,72.5,78.00551724
8/29/19,78,60,69,78.00551724
8/30/19,82,61,71.5,78.00551724
8/31/19,75,54,64.5,78.00551724
9/1/19,76,52,64,78.00551724
9/2/19,69,57,63,78.00551724
9/3/19,71,57,64,78.00551724
9/4/19,79,61,70,78.00551724
9/5/19,72,53,62.5,78.00551724
9/6/19,76,52,64,78.00551724
9/7/19,73,55,64,78.00551724
9/8/19,67,57,62,78.00551724
9/9/19,68,50,59,78.00551724
9/10/19,74,47,60.5,78.00551724
9/11/19,83,55,69,78.00551724
9/12/19,68,49,58.5,78.00551724
9/13/19,71,42,56.5,78.00551724
9/14/19,70,60,65,78.00551724
9/15/19,73,56,64.5,78.00551724
9/16/19,70,50,60,78.00551724
9/17/19,68,45,56.5,78.00551724
9/18/19,67,45,56,78.00551724
9/19/19,72,40,56,78.00551724
9/20/19,77,46,61.5,78.00551724
9/21/19,83,52,67.5,78.00551724
9/22/19,81,55,68,78.00551724
9/23/19,79,65,72,78.00551724
9/24/19,66,56,61,78.00551724
