Date,Maximum,Minimum,Average,Mean_Lake_Temperature
11/8/21,60,32,46,53.97125
11/9/21,59,37,48,54.138125
11/10/21,57,33,45,54.0575
11/11/21,52,31,41.5,53.466875
11/12/21,56,37,46.5,53.07125
11/13/21,51,34,42.5,52.428125
11/14/21,48,36,42,51.884375
11/15/21,42,36,39,51.69125
11/16/21,41,27,34,50.328125
11/17/21,51,25,38,49.88821053
11/18/21,61,43,52,50.41625
11/19/21,44,34,39,49.668125
11/20/21,42,24,33,48.873125
11/21/21,49,38,43.5,48.93875
11/22/21,47,33,40,48.68
11/23/21,33,26,29.5,47.0375
11/24/21,38,20,29,47.200625
11/25/21,42,25,33.5,47.36
11/26/21,41,31,36,47.135
11/27/21,31,25,28,45.57125
11/28/21,30,13,21.5,45.095
11/29/21,29,17,23,45.47
11/30/21,32,16,24,44.61125
12/1/21,38,25,31.5,44.759375
12/2/21,46,25,35.5,44.571875
12/3/21,40,23,31.5,44.313125
12/4/21,36,16,26,43.623125
12/5/21,33,26,29.5,44.32625
12/6/21,53,30,41.5,44.14625
12/7/21,40,25,32.5,43.5725
12/8/21,28,22,25,43.154375
12/9/21,25,18,21.5,42.933125
12/10/21,40,19,29.5,42.528125
12/11/21,56,33,44.5,43.925
12/12/21,46,36,41,44.016875
12/13/21,49,37,43,43.533125
12/14/21,46,23,34.5,43.585625
12/15/21,43,23,33,42.985625
12/16/21,61,43,52,43.4825
12/17/21,60,36,48,44.384375
12/18/21,36,27,31.5,43.25375
12/19/21,27,18,22.5,41.954375
12/20/21,30,15,22.5,41.091875
12/21/21,37,23,30,40.4075
12/22/21,38,22,30,40.56125
12/23/21,22,10,16,39.59375
12/24/21,29,12,20.5,38.928125
12/25/21,33,25,29,40.075625
12/26/21,31,24,27.5,39.91625
12/27/21,29,22,25.5,39.389375
12/28/21,37,25,31,39.434375
12/29/21,33,29,31,39.7025
12/30/21,40,29,34.5,39.7025
12/31/21,38,31,34.5,39.8525
1/1/22,45,32,38.5,40.484375
1/2/22,34,13,23.5,40.13
1/3/22,13,0,6.5,38.343125
1/4/22,29,-1,14,37.9025
1/5/22,38,28,33,36.51875
1/6/22,37,27,32,38.024375
1/7/22,27,12,19.5,37.615625
1/8/22,21,3,12,37.17875
1/9/22,38,20,29,36.3125
1/10/22,29,5,17,35.508125
1/11/22,7,-6,0.5,35.91875
1/12/22,27,7,17,34.244375
1/13/22,32,23,27.5,35.60375
1/14/22,24,-3,10.5,36.6275
1/15/22,0,-9,-4.5,35.5025
1/16/22,22,-11,5.5,35.553125
1/17/22,30,19,24.5,33.771875
1/18/22,24,-6,9,33.760625
1/19/22,38,-6,16,34.295
1/20/22,38,0,19,34.29875
1/21/22,6,-12,-3,35.76125
1/22/22,20,-14,3,35.451875
1/23/22,26,9,17.5,33.021875
1/24/22,17,-7,5,34.58
1/25/22,29,12,20.5,34.08875
1/26/22,14,-9,2.5,34.596875
1/27/22,25,-12,6.5,34.008125
1/28/22,26,-2,12,33.1025
1/29/22,7,-4,1.5,33.573125
1/30/22,20,-8,6,33.955625
1/31/22,25,2,13.5,33.87875
2/1/22,33,2,17.5,33.408125
2/2/22,42,29,35.5,32.699375
2/3/22,42,15,28.5,33.33875
2/4/22,15,10,12.5,32.675
2/5/22,16,-5,5.5,33.10625
2/6/22,23,-7,8,33.018125
2/7/22,36,23,29.5,32.241875
2/8/22,33,23,28,32.8325
2/9/22,40,13,26.5,32.91125
2/10/22,42,36,39,32.85875
2/11/22,48,31,39.5,33.198125
2/12/22,46,12,29,33.4025
2/13/22,14,5,9.5,33.081875
2/14/22,13,3,8,33.1925
2/15/22,21,2,11.5,32.598125
2/16/22,42,5,23.5,32.463125
2/17/22,51,34,42.5,32.79875
2/18/22,34,11,22.5,32.898125
2/19/22,30,11,20.5,32.24375
2/20/22,33,6,19.5,32.12
2/21/22,41,24,32.5,32.09375
2/22/22,52,21,36.5,32.3225
2/23/22,57,14,35.5,32.63375
2/24/22,23,9,16,32.53625
2/25/22,21,7,14,32.504375
2/26/22,25,2,13.5,32.4125
2/27/22,35,14,24.5,32.6375
2/28/22,18,3,10.5,32.699375
3/1/22,33,4,18.5,32.838125
3/2/22,34,15,24.5,32.7125
3/3/22,27,9,18,32.81
3/4/22,28,-3,12.5,32.80625
3/5/22,37,13,25,32.585
3/6/22,64,37,50.5,32.6525
3/7/22,47,35,41,32.68625
3/8/22,37,24,30.5,32.97125
3/9/22,39,24,31.5,33.224375
3/10/22,47,26,36.5,33.41
3/11/22,47,27,37,33.621875
3/12/22,45,20,32.5,33.501875
3/13/22,30,17,23.5,32.90978261
3/14/22,44,26,35,33.021875
3/15/22,43,33,38,33.160625
3/16/22,52,33,42.5,33.19625
3/17/22,65,45,55,33.528125
3/18/22,60,40,50,33.4325
3/19/22,54,38,46,33.513125
3/20/22,50,39,44.5,33.47375
3/21/22,50,33,41.5,33.606875
3/22/22,42,30,36,33.74
3/23/22,44,24,34,34.35875
3/24/22,48,37,42.5,34.11125
3/25/22,53,40,46.5,33.72875
3/26/22,50,38,44,33.824375
3/27/22,41,20,30.5,33.90875
3/28/22,20,13,16.5,33.374375
3/29/22,33,19,26,33.366875
3/30/22,41,18,29.5,34.26875
3/31/22,59,38,48.5,34.14875
4/1/22,55,34,44.5,34.304375
4/2/22,47,31,39,34.82
4/3/22,48,31,39.5,35.069375
4/4/22,52,32,42,35.661875
4/5/22,58,34,46,35.88451613
4/6/22,66,37,51.5,36.33125
4/7/22,54,42,48,36.471875
4/8/22,53,38,45.5,36.5675
4/9/22,43,37,40,36.231875
4/10/22,48,38,43,36.033125
4/11/22,59,30,44.5,36.8375
4/12/22,66,43,54.5,38.001875
4/13/22,56,40,48,38.541875
4/14/22,68,41,54.5,37.98125
4/15/22,63,37,50,38.48375
4/16/22,50,39,44.5,37.300625
4/17/22,47,32,39.5,37.83125
4/18/22,55,28,41.5,38.853125
4/19/22,43,33,38,39.16625
4/20/22,50,33,41.5,38.87
4/21/22,59,31,45,38.69375
4/22/22,56,40,48,38.121875
4/23/22,51,30,40.5,38.67875
4/24/22,62,40,51,38.4725
4/25/22,72,50,61,39.73625
4/26/22,62,49,55.5,40.165625
4/27/22,49,38,43.5,38.6525
4/28/22,51,35,43,39.16625
4/29/22,56,35,45.5,40.015625
4/30/22,58,32,45,40.968125
5/1/22,67,34,50.5,40.53125
5/2/22,61,43,52,41.763125
5/3/22,66,51,58.5,42.31625
5/4/22,56,51,53.5,43.615625
5/5/22,63,43,53,42.23
5/6/22,62,39,50.5,42.040625
5/7/22,64,37,50.5,41.06375
5/8/22,68,38,53,41.82125
5/9/22,75,39,57,44.1125
5/10/22,77,43,60,45.828125
5/11/22,83,49,66,46.925
5/12/22,89,51,70,48.164375
5/13/22,88,64,76,53.504375
5/14/22,88,68,78,52.3025
5/15/22,76,65,70.5,53.54375
5/16/22,84,58,71,55.810625
5/17/22,64,49,56.5,58.019375
5/18/22,65,46,55.5,54.693125
5/19/22,57,43,50,55.135625
5/20/22,81,47,64,55.559375
5/21/22,89,68,78.5,56.03375
5/22/22,87,56,71.5,53.253125
5/23/22,64,49,56.5,49.300625
5/24/22,68,43,55.5,50.93375
5/25/22,74,47,60.5,50.073125
5/26/22,77,59,68,52.461875
5/27/22,78,65,71.5,51.0575
5/28/22,74,54,64,51.689375
5/29/22,81,53,67,51.98375
5/30/22,85,55,70,55.19375
5/31/22,77,61,69,54.276875
6/1/22,64,57,60.5,53.3525
6/2/22,68,59,63.5,55.244375
6/3/22,77,57,67,54.36125
6/4/22,81,52,66.5,56.96375
6/5/22,75,52,63.5,59.3
6/6/22,80,51,65.5,58.47125
6/7/22,83,65,74,60.089375
6/8/22,77,60,68.5,59.725625
6/9/22,65,55,60,58.01375
6/10/22,72,56,64,57.858125
6/11/22,78,52,65,59.8325
6/12/22,82,55,68.5,61.829375
6/13/22,79,59,69,62.084375
6/14/22,81,53,67,60.640625
6/15/22,80,57,68.5,62.324375
6/16/22,78,65,71.5,63.32375
6/17/22,82,55,68.5,63.505625
6/18/22,55,50,52.5,61.92875
6/19/22,71,50,60.5,54.51125
6/20/22,77,47,62,56.2175
6/21/22,71,52,61.5,56.931875
6/22/22,72,60,66,59.5175
6/23/22,67,60,63.5,59.110625
6/24/22,83,60,71.5,59.135
6/25/22,90,59,74.5,60.876875
6/26/22,92,65,78.5,62.72
6/27/22,81,66,73.5,65.6075
6/28/22,77,60,68.5,65.1275
6/29/22,81,56,68.5,65.819375
6/30/22,78,56,67,65.553125
7/1/22,88,67,77.5,67.881875
7/2/22,84,68,76,68.121875
7/3/22,80,60,70,68.995625
7/4/22,80,56,68,68.489375
7/5/22,71,58,64.5,69.79625
7/6/22,77,60,68.5,68.245625
7/7/22,82,55,68.5,67.266875
7/8/22,81,59,70,67.9325
7/9/22,74,55,64.5,64.859375
7/10/22,81,50,65.5,66.078125
7/11/22,87,59,73,68.96375
7/12/22,86,69,77.5,70.450625
7/13/22,83,65,74,70.04
7/14/22,76,59,67.5,68.33
7/15/22,84,56,70,68.774375
7/16/22,88,60,74,70.836875
7/17/22,91,63,77,72.71
7/18/22,79,67,73,73.8425
7/19/22,90,69,79.5,74.25125
7/20/22,93,69,81,74.93
7/21/22,92,75,83.5,75.515
7/22/22,91,67,79,76.28
7/23/22,93,65,79,75.764375
7/24/22,91,69,80,76.4
7/25/22,87,70,78.5,76.01375
7/26/22,80,63,71.5,75.378125
7/27/22,82,59,70.5,75.126875
7/28/22,87,63,75,74.97875
7/29/22,84,66,75,75.03326316
7/30/22,76,60,68,74.800625
7/31/22,86,61,73.5,74.58875
8/1/22,89,65,77,75.5975
8/2/22,82,64,73,75.756875
8/3/22,85,57,71,75.155
8/4/22,83,74,78.5,75.310625
8/5/22,82,70,76,75.0425
8/6/22,93,67,80,75.185
8/7/22,92,77,84.5,77.931875
8/8/22,80,68,74,76.92125
8/9/22,76,63,69.5,73.74875
8/10/22,78,64,71,72.4025
8/11/22,81,61,71,74.781875
8/12/22,72,57,64.5,74.035625
8/13/22,77,55,66,72.60125
8/14/22,81,53,67,73.0625
8/15/22,84,54,69,74.133125
8/16/22,85,59,72,73.57625
8/17/22,81,62,71.5,73.214375
8/18/22,78,61,69.5,71.97875
8/19/22,88,63,75.5,72.54125
8/20/22,92,62,77,74.92625
8/21/22,90,70,80,75.05
8/22/22,85,73,79,75.0125
8/23/22,79,69,74,75.29
8/24/22,85,67,76,75.4925
8/25/22,78,65,71.5,76.11875
8/26/22,76,63,69.5,73.97375
8/27/22,76,59,67.5,73.731875
8/28/22,84,55,69.5,74.06
8/29/22,87,71,79,75.1693617
8/30/22,89,66,77.5,75.32
8/31/22,77,61,69,74.894375
9/1/22,67,51,59,73.1975
9/2/22,77,47,62,72.2375
9/3/22,83,56,69.5,72.785
9/4/22,73,58,65.5,72.411875
9/5/22,62,58,60,70.851875
9/6/22,69,61,65,70.109375
9/7/22,77,61,69,70.5875
9/8/22,81,57,69,71.575625
9/9/22,83,57,70,72.1175
9/10/22,85,58,71.5,72.591875
9/11/22,83,61,72,73.08125
9/12/22,83,66,74.5,73.349375
9/13/22,76,63,69.5,73.188125
9/14/22,78,57,67.5,72.543125
9/15/22,64,49,56.5,70.5575
9/16/22,66,48,57,69.0725
9/17/22,69,45,57,68.5925
9/18/22,73,57,65,68.70125
9/19/22,70,57,63.5,68.091875
9/20/22,64,56,60,67.4525
9/21/22,70,56,63,67.026875
9/22/22,70,50,60,66.760625
9/23/22,55,45,50,64.293125
9/24/22,67,41,54,62.238125
9/25/22,59,46,52.5,62.170625
9/26/22,69,56,62.5,62.60375
9/27/22,61,53,57,62.45
9/28/22,64,54,59,62.21375
9/29/22,57,41,49,61.895
9/30/22,64,38,51,61.533125
10/1/22,65,44,54.5,61.83125
10/2/22,57,40,48.5,60.318125
10/3/22,59,34,46.5,58.439375
10/4/22,61,38,49.5,58.795625
10/5/22,70,44,57,59.309375
10/6/22,75,44,59.5,60.00875
10/7/22,67,46,56.5,60.44
10/8/22,52,40,46,59.073125
10/9/22,54,40,47,58.00625
10/10/22,56,36,46,57.49625
10/11/22,63,33,48,57.36125
10/12/22,71,41,56,58.04375
10/13/22,71,52,61.5,58.195625
10/14/22,63,44,53.5,58.353125
10/15/22,68,41,54.5,58.1075
10/16/22,63,41,52,58.115
10/17/22,58,38,48,57.845
10/18/22,58,44,51,57.56375
10/19/22,54,36,45,56.66
10/20/22,50,42,46,55.278125
10/21/22,59,39,49,55.34
10/22/22,69,50,59.5,55.446875
10/23/22,69,41,55,56.039375
10/24/22,67,49,58,56.380625
10/25/22,75,59,67,57.245
10/26/22,78,59,68.5,58.030625
10/27/22,62,40,51,57.8975
10/28/22,51,31,41,55.6025
10/29/22,62,31,46.5,55.025
10/30/22,65,31,48,55.1225
10/31/22,63,39,51,54.786875
11/1/22,63,46,54.5,55.199375
11/2/22,61,38,49.5,55.08875
11/3/22,68,34,51,54.8075
11/4/22,69,54,61.5,54.783125
11/5/22,74,60,67,55.458125
11/6/22,76,62,69,56.3234
11/7/22,67,47,57,55.941875
11/8/22,47,34,40.5,53.69375
11/9/22,52,27,39.5,53.159375
11/10/22,64,47,55.5,51.98947368
11/11/22,69,56,62.5,52.95875
11/12/22,71,49,60,53.965625
11/13/22,49,34,41.5,52.91375
11/14/22,39,27,33,50.519375
11/15/22,38,24,31,50.391875
11/16/22,37,32,34.5,50.04125
11/17/22,36,28,32,48.95
11/18/22,39,27,33,48.5
11/19/22,38,29,33.5,48.340625
11/20/22,33,19,26,47.410625
11/21/22,42,15,28.5,45.925625
11/22/22,41,28,34.5,46.596875
11/23/22,37,31,34,47.549375
11/24/22,44,24,34,47.1125
11/25/22,47,38,42.5,47.106875
11/26/22,49,36,42.5,47.135
11/27/22,54,32,43,47.556875
11/28/22,41,33,37,47.376875
11/29/22,36,32,34,46.47875
11/30/22,50,34,42,45.91625
12/1/22,38,31,34.5,45.220625
12/2/22,42,27,34.5,45.216875
12/3/22,50,39,44.5,44.796875
12/4/22,39,30,34.5,45.29375
12/5/22,43,32,37.5,44.099375
12/6/22,52,41,46.5,44.87375
12/7/22,56,44,50,46.27625
12/8/22,44,31,37.5,45.989375
12/9/22,32,19,25.5,44.793125
12/10/22,25,14,19.5,43.476875
12/11/22,32,18,25,44.11625
12/12/22,26,12,19,43.08875
12/13/22,30,10,20,42.606875
12/14/22,29,19,24,41.624375
12/15/22,40,19,29.5,42.72875
12/16/22,39,33,36,42.86375
12/17/22,35,29,32,42.61625
12/18/22,34,28,31,42.250625
12/19/22,33,25,29,41.69
12/20/22,32,21,26.5,41.031875
12/21/22,31,17,24,41.226875
12/22/22,39,18,28.5,41.57221053
12/23/22,56,14,35,42.1625
12/24/22,14,8,11,38.88875
12/25/22,27,12,19.5,37.25375
12/26/22,27,20,23.5,38.0975
12/27/22,30,23,26.5,38.135
12/28/22,35,26,30.5,38.676875
12/29/22,48,30,39,40.859375
12/30/22,58,45,51.5,42.09125
12/31/22,55,51,53,42.7625
1/1/23,51,38,44.5,42.880625
1/2/23,45,30,37.5,42.28625
1/3/23,42,28,35,41.80625
1/4/23,37,35,36,41.61125
1/5/23,45,33,39,41.3225
1/6/23,45,33,39,41.16125
1/7/23,38,21,29.5,40.878125
1/8/23,30,19,24.5,39.813125
1/9/23,36,19,27.5,39.215
1/10/23,36,15,25.5,38.736875
1/11/23,28,11,19.5,38.706875
1/12/23,37,28,32.5,38.3825
1/13/23,37,24,30.5,38.16125
1/14/23,24,21,22.5,37.38125
1/15/23,23,15,19,37.525625
1/16/23,24,14,19,37.56875
1/17/23,36,20,28,37.7525
1/18/23,38,29,33.5,37.791875
1/19/23,35,28,31.5,37.589375
1/20/23,36,27,31.5,37.505
1/21/23,30,23,26.5,37.22375
1/22/23,31,28,29.5,37.2125
1/23/23,31,29,30,37.023125
1/24/23,37,29,33,36.96125
1/25/23,32,19,25.5,37.026875
1/26/23,34,25,29.5,36.831875
1/27/23,35,20,27.5,36.756875
1/28/23,41,31,36,36.460625
1/29/23,40,19,29.5,36.531875
1/30/23,22,14,18,37.02125
1/31/23,22,7,14.5,37.15625
2/1/23,23,-2,10.5,36.55625
2/2/23,32,19,25.5,34.480625
2/3/23,24,-14,5,32.76125
2/4/23,10,-15,-2.5,32.223125
2/5/23,39,10,24.5,32.144375
2/6/23,39,14,26.5,33.55625
2/7/23,37,6,21.5,34.7825
2/8/23,44,28,36,33.935
2/9/23,42,23,32.5,33.95
2/10/23,45,36,40.5,34.47875
2/11/23,37,25,31,34.835
2/12/23,45,28,36.5,34.955
2/13/23,46,24,35,35.688125
2/14/23,46,28,37,36.280625
2/15/23,57,28,42.5,36.66125
2/16/23,56,35,45.5,37.0925
2/17/23,35,18,26.5,36.69531915
2/18/23,33,13,23,36.21875
2/19/23,45,31,38,36.344375
2/20/23,46,28,37,36.348125
2/21/23,42,17,29.5,36.141875
2/22/23,37,20,28.5,36.276875
2/23/23,20,16,18,35.67125
2/24/23,17,7,12,35.174375
2/25/23,13,-6,3.5,34.9775
2/26/23,29,0,14.5,34.0025
2/27/23,28,17,22.5,34.233125
2/28/23,36,24,30,34.161875
3/1/23,40,28,34,34.26875
3/2/23,39,33,36,34.544375
3/3/23,33,22,27.5,34.634375
3/4/23,35,30,32.5,34.758125
3/5/23,40,30,35,35.106875
3/6/23,40,28,34,35.70875
3/7/23,30,24,27,35.335625
3/8/23,32,24,28,35.200625
3/9/23,34,23,28.5,35.52875
3/10/23,34,15,24.5,35.7125
3/11/23,33,22,27.5,35.778125
3/12/23,46,16,31,35.88369565
3/13/23,41,29,35,35.988125
3/14/23,36,32,34,35.38625
3/15/23,39,30,34.5,35.28125
3/16/23,37,20,28.5,35.350625
3/17/23,45,34,39.5,35.665625
3/18/23,42,29,35.5,35.811875
3/19/23,31,21,26,35.170625
3/20/23,45,22,33.5,35.035625
3/21/23,46,30,38,35.4875
3/22/23,43,26,34.5,36.123125
3/23/23,47,35,41,36.1625
3/24/23,43,30,36.5,36.366875
3/25/23,40,26,33,35.991875
3/26/23,45,35,40,36.01625
3/27/23,49,28,38.5,36.393125
3/28/23,45,28,36.5,37.405625
3/29/23,52,24,38,36.944375
3/30/23,37,21,29,36.93125
3/31/23,42,21,31.5,36.1475
4/1/23,68,35,51.5,37.098125
4/2/23,39,25,32,37.938125
4/3/23,55,24,39.5,36.850625
4/4/23,51,36,43.5,37.03234043
4/5/23,50,35,42.5,37.244375
4/6/23,66,47,56.5,38.204375
4/7/23,47,33,40,38.10875
4/8/23,45,28,36.5,38.2775
4/9/23,54,24,39,37.908125
4/10/23,66,28,47,38.8025
4/11/23,70,51,60.5,40.5875
4/12/23,64,46,55,40.5125
4/13/23,88,46,67,40.161875
4/14/23,77,54,65.5,40.2575
4/15/23,85,47,66,41.7725
4/16/23,83,59,71,43.7225
4/17/23,64,47,55.5,44.646875
4/18/23,50,41,45.5,42.755
4/19/23,50,36,43,42.876875
4/20/23,52,37,44.5,41.920625
4/21/23,78,41,59.5,40.90625
4/22/23,66,50,58,42.47375
4/23/23,53,45,49,42.678125
4/24/23,50,43,46.5,43.296875
4/25/23,55,39,47,44.34125
4/26/23,61,34,47.5,45.03125
4/27/23,60,41,50.5,43.8125
4/28/23,67,36,51.5,44.249375
4/29/23,60,48,54,45.935
4/30/23,59,47,53,45.475625
5/1/23,57,40,48.5,45.400625
5/2/23,56,40,48,44.841875
5/3/23,54,47,50.5,44.995625
5/4/23,53,45,49,44.77625
5/5/23,64,44,54,43.810625
5/6/23,73,40,56.5,44.594375
5/7/23,76,45,60.5,46.47125
5/8/23,64,44,54,46.7225
5/9/23,62,36,49,43.40375
5/10/23,74,36,55,44.605625
5/11/23,80,48,64,50.474375
5/12/23,82,56,69,50.7875
5/13/23,73,48,60.5,49.900625
5/14/23,64,43,53.5,46.041875
5/15/23,73,37,55,48.1175
5/16/23,73,42,57.5,52.145
5/17/23,48,33,40.5,44.52231579
5/18/23,64,29,46.5,45.036875
5/19/23,74,52,63,49.29875
5/20/23,74,58,66,49.42625
5/21/23,73,50,61.5,50.2175
5/22/23,65,45,55,49.885625
5/23/23,78,41,59.5,50.620625
5/24/23,68,44,56,53.0675
5/25/23,63,42,52.5,50.230625
5/26/23,71,39,55,49.653125
5/27/23,82,44,63,51.648125
5/28/23,89,52,70.5,54.891875
5/29/23,79,54,66.5,54.34625
5/30/23,84,54,69,55.825625
5/31/23,89,64,76.5,58.225625
6/1/23,96,58,77,59.403125
6/2/23,91,59,75,57.978125
6/3/23,68,51,59.5,52.0625
6/4/23,66,47,56.5,50.13125
6/5/23,73,50,61.5,50.080625
6/6/23,71,49,60,52.251875
6/7/23,60,52,56,52.26987013
6/8/23,62,51,56.5,54.815
6/9/23,68,51,59.5,55.045625
6/10/23,72,53,62.5,57.325625
6/11/23,82,51,66.5,59.89625
6/12/23,87,64,75.5,60.69875
6/13/23,74,64,69,62.79125
6/14/23,75,59,67,61.840625
6/15/23,81,60,70.5,64.3325
6/16/23,77,59,68,65.590625
6/17/23,62,59,60.5,63.505625
6/18/23,63,54,58.5,56.36
6/19/23,74,51,62.5,59.575625
6/20/23,80,53,66.5,59.410625
6/21/23,82,58,70,61.53125
6/22/23,84,58,71,64.6925
6/23/23,87,58,72.5,67.22375
6/24/23,79,71,75,69.974375
6/25/23,83,69,76,70.011875
6/26/23,85,67,76,69.87125
6/27/23,80,66,73,71.129375
6/28/23,78,65,71.5,70.578125
6/29/23,74,64,69,69.98
6/30/23,86,61,73.5,70.65875
7/1/23,86,66,76,72.3575
7/2/23,73,66,69.5,71.425625
7/3/23,79,68,73.5,70.401875
7/4/23,90,67,78.5,70.443125
7/5/23,92,65,78.5,71.51
7/6/23,93,72,82.5,74.928125
7/7/23,87,71,79,77.643125
7/8/23,89,68,78.5,77.28125
7/9/23,86,63,74.5,76.70375
7/10/23,71,67,69,76.296875
7/11/23,86,67,76.5,71.94517647
7/12/23,84,65,74.5,74.894375
7/13/23,90,64,77,74.25875
7/14/23,84,64,74,74.19875
7/15/23,87,65,76,74.444375
7/16/23,84,70,77,76.0775
7/17/23,87,70,78.5,75.981875
7/18/23,85,68,76.5,76.07
7/19/23,82,63,72.5,75.6725
7/20/23,84,60,72,75.01242105
7/21/23,81,65,73,76.870625
7/22/23,78,63,70.5,75.2675
7/23/23,85,59,72,75.2375
7/24/23,85,62,73.5,75.305
7/25/23,84,66,75,75.588125
7/26/23,87,68,77.5,75.99875
7/27/23,80,68,74,75.846875
7/28/23,91,66,78.5,75.696875
7/29/23,75,58,66.5,74.55875
7/30/23,77,57,67,71.913125
7/31/23,74,57,65.5,72.66125
8/1/23,74,52,63,71.78
8/2/23,78,51,64.5,71.50625
8/3/23,77,60,68.5,72.190625
8/4/23,71,63,67,70.78625
8/5/23,79,58,68.5,70.655
8/6/23,82,56,69,70.96625
8/7/23,74,63,68.5,71.496875
8/8/23,77,68,72.5,71.474375
8/9/23,83,66,74.5,71.579375
8/10/23,83,61,72,71.76875
8/11/23,77,59,68,71.538125
8/12/23,81,58,69.5,71.57
8/13/23,81,67,74,71.871875
8/14/23,79,64,71.5,72.194375
8/15/23,80,63,71.5,72.06125
8/16/23,79,66,72.5,73.1825
8/17/23,83,67,75,73.32125
8/18/23,76,62,69,73.068125
8/19/23,65,60,62.5,72.0275
8/20/23,81,60,70.5,71.46125
8/21/23,74,59,66.5,71.598125
8/22/23,76,53,64.5,70.420625
8/23/23,79,53,66,70.821875
8/24/23,81,54,67.5,72.03125
8/25/23,74,61,67.5,71.32625
8/26/23,78,63,70.5,71.2025
8/27/23,72,59,65.5,70.165625
8/28/23,81,56,68.5,70.1075
8/29/23,82,66,74,71.470625
8/30/23,81,60,70.5,71.455625
8/31/23,69,53,61,70.09625
9/1/23,76,50,63,69.228125
9/2/23,79,53,66,70.5425
9/3/23,84,68,76,70.31375
9/4/23,90,64,77,71.13125
9/5/23,90,69,79.5,71.943125
9/6/23,92,69,80.5,73.11875
9/7/23,89,69,79,74.999375
9/8/23,84,69,76.5,76.0475
9/9/23,75,63,69,72.520625
9/10/23,70,63,66.5,71.95625
9/11/23,67,62,64.5,69.08375
9/12/23,79,61,70,69.768125
9/13/23,71,58,64.5,71.879375
9/14/23,70,53,61.5,70.625
9/15/23,69,51,60,69.61625
9/16/23,73,54,63.5,68.49125
9/17/23,74,50,62,67.799375
9/18/23,64,58,61,68.418125
9/19/23,64,60,62,67.4975
9/20/23,70,50,60,66.86638298
9/21/23,71,47,59,66.96125
9/22/23,75,47,61,67.3025
9/23/23,71,52,61.5,68.043125
9/24/23,72,53,62.5,67.69625
9/25/23,72,49,60.5,66.92375
9/26/23,67,48,57.5,66.43625
9/27/23,69,45,57,66.280625
9/28/23,74,46,60,66.261875
9/29/23,66,51,58.5,66.2825
9/30/23,73,53,63,66.11391304
